clientnum,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,naive_bayes_classifier_attrition_flag_card_category_contacts_count_12_mon_dependent_count_education_level_months_inactive_12_mon_1,naive_bayes_classifier_attrition_flag_card_category_contacts_count_12_mon_dependent_count_education_level_months_inactive_12_mon_2,churn_flag
708528483,43,F,4,Graduate,Divorced,Unknown,Blue,23,6,3,2,3187.0,2430,757.0,0.617,1387,33,1.357,0.762,0.00018864,0.99981,0
787491483,41,M,3,Unknown,Divorced,$80K - $120K,Blue,29,5,2,3,30733.0,1153,29580.0,0.987,3455,80,0.702,0.038,0.00021834,0.99978,0
710044308,40,F,4,Graduate,Single,$40K - $60K,Blue,27,2,2,2,2625.0,1594,1031.0,0.544,2480,47,0.567,0.607,0.00011937,0.99988,0
714077583,43,M,3,Post-Graduate,Married,$40K - $60K,Platinum,31,2,3,4,23981.0,593,23388.0,0.987,4758,65,0.512,0.025,0.99909,0.00091227,1
710978058,50,F,0,Uneducated,Single,$40K - $60K,Blue,41,6,2,3,7507.0,1697,5810.0,1.098,4651,71,1.029,0.226,0.00016891,0.99983,0
789634983,59,M,1,Graduate,Married,$40K - $60K,Blue,53,5,1,2,4188.0,2200,1988.0,0.867,4911,86,0.72,0.525,5.1697e-05,0.99995,0
717222033,40,F,3,Unknown,Single,Less than $40K,Blue,28,3,1,4,1647.0,1198,449.0,0.76,4272,76,0.81,0.727,0.00018025,0.99982,0
714141108,52,F,1,High School,Married,Less than $40K,Blue,45,6,3,3,6703.0,893,5810.0,0.567,1388,28,0.75,0.133,0.00027604,0.99972,0
720185058,46,M,3,Graduate,Married,$60K - $80K,Blue,36,2,3,4,4267.0,0,4267.0,0.862,1067,23,0.769,0.0,0.99814,0.00186317,1
713379258,32,F,1,High School,Married,Less than $40K,Blue,36,1,1,2,4097.0,1293,2804.0,0.671,15925,100,0.786,0.316,5.0256e-05,0.99995,0
713072358,42,M,2,Graduate,Married,$80K - $120K,Silver,31,2,1,3,34516.0,1356,33160.0,0.71,12878,104,0.825,0.039,8.3703e-05,0.99992,0
710997183,46,M,0,Unknown,Married,$60K - $80K,Gold,36,3,3,2,34516.0,1092,33424.0,0.737,1409,39,0.345,0.032,0.00019547,0.9998,0
712949733,46,M,5,High School,Single,$40K - $60K,Blue,37,3,2,3,6340.0,1985,4355.0,0.403,3536,61,0.419,0.313,0.00019213,0.99981,0
710445183,44,M,5,Doctorate,Single,$120K +,Blue,31,5,1,2,7567.0,2496,5071.0,0.709,4076,60,0.579,0.33,8.2285e-05,0.99992,0
718329183,57,F,3,Graduate,Divorced,$40K - $60K,Blue,47,1,3,2,4262.0,2517,1745.0,0.682,3943,75,0.744,0.591,0.00018665,0.99981,0
720432858,40,F,4,Post-Graduate,Married,Less than $40K,Blue,36,4,1,3,2316.0,1510,806.0,0.554,3471,63,0.75,0.652,0.00011432,0.99989,0
710897133,51,F,3,Unknown,Unknown,Less than $40K,Blue,36,5,2,2,2267.0,1357,910.0,0.697,4464,85,0.735,0.599,0.00012982,0.99987,0
708937608,37,F,4,High School,Single,Less than $40K,Blue,18,4,1,2,2001.0,1366,635.0,0.86,4590,66,0.571,0.683,5.6153e-05,0.99994,0
712753758,57,F,1,High School,Single,Less than $40K,Blue,41,4,4,3,2442.0,1699,743.0,0.639,4313,75,0.562,0.696,0.00033359,0.99967,0
721485708,58,M,2,Uneducated,Married,$80K - $120K,Blue,46,6,1,3,9149.0,1806,7343.0,0.35,1220,36,0.333,0.197,9.5249e-05,0.9999,0
718784358,34,M,4,Uneducated,Single,$120K +,Blue,36,6,3,2,34516.0,2517,31999.0,0.975,1969,46,1.3,0.073,0.00019396,0.99981,0
819606258,48,M,4,Unknown,Married,$60K - $80K,Blue,43,5,3,3,8737.0,1629,7108.0,0.618,3876,55,0.774,0.186,0.00034872,0.99965,0
794504658,39,M,1,Unknown,Married,$60K - $80K,Blue,24,6,3,0,5746.0,1829,3917.0,0.649,1562,44,0.913,0.318,6.846e-05,0.99993,0
717358158,46,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,1,2,5489.0,1189,4300.0,0.95,3215,64,0.882,0.217,5.8763e-05,0.99994,0
789749433,33,F,1,Graduate,Married,Less than $40K,Blue,21,5,3,2,2591.0,2340,251.0,0.608,4730,82,0.708,0.903,0.00016883,0.99983,0
712790358,39,F,3,Uneducated,Married,Unknown,Blue,30,6,3,4,3023.0,1348,1675.0,0.358,2219,44,0.63,0.446,0.99819,0.00181217,1
791822733,47,F,3,High School,Single,Unknown,Blue,41,5,1,3,5630.0,748,4882.0,0.804,4904,81,0.761,0.133,9.3448e-05,0.99991,0
713182458,53,M,4,High School,Married,$80K - $120K,Blue,43,3,1,2,16692.0,2446,14246.0,0.853,1288,29,0.45,0.147,5.6153e-05,0.99994,0
721483158,47,M,3,Graduate,Married,$60K - $80K,Blue,29,4,3,3,7298.0,0,7298.0,0.589,4512,72,0.756,0.0,0.0003139,0.99969,0
715028283,54,M,1,Graduate,Married,$80K - $120K,Blue,46,3,3,2,15554.0,2497,13057.0,1.027,2836,61,0.605,0.161,0.00016883,0.99983,0
718153233,46,M,3,Uneducated,Married,$80K - $120K,Blue,36,3,2,2,23512.0,1562,21950.0,0.632,3764,60,0.538,0.066,0.00012144,0.99988,0
718078008,40,M,2,College,Divorced,$60K - $80K,Blue,36,3,2,1,20304.0,0,20304.0,0.809,7494,85,0.667,0.0,6.6734e-05,0.99993,0
714075708,48,M,4,Uneducated,Divorced,$80K - $120K,Gold,38,4,3,1,34516.0,1426,33090.0,0.621,4814,71,0.69,0.041,0.00013476,0.99987,0
715585158,58,M,1,Graduate,Married,$60K - $80K,Blue,46,3,3,2,10021.0,1617,8404.0,0.578,1275,25,0.667,0.161,0.00016883,0.99983,0
758168133,50,F,0,High School,Married,$40K - $60K,Blue,43,2,3,1,4154.0,1060,3094.0,0.544,4325,86,0.72,0.255,9.0493e-05,0.99991,0
718513233,59,M,2,Graduate,Single,$120K +,Blue,48,1,3,3,17999.0,1861,16138.0,0.791,4740,78,0.95,0.103,0.00030251,0.9997,0
719945433,60,F,1,Uneducated,Divorced,$40K - $60K,Blue,48,3,2,2,2070.0,0,2070.0,0.708,1793,53,0.963,0.0,0.00010985,0.99989,0
709098108,45,F,4,Graduate,Married,Unknown,Blue,35,4,2,2,2705.0,0,2705.0,0.736,4749,80,0.778,0.0,0.00011937,0.99988,0
721091583,44,F,2,Graduate,Single,Less than $40K,Blue,32,3,3,3,3031.0,1879,1152.0,0.788,1298,15,1.5,0.62,0.00030251,0.9997,0
718045008,31,M,0,Post-Graduate,Married,Less than $40K,Blue,21,1,2,2,3768.0,0,3768.0,0.799,6639,71,1.152,0.0,0.99137,0.00863,1
712724733,31,F,0,Post-Graduate,Single,Less than $40K,Blue,19,6,3,1,2766.0,1731,1035.0,0.569,3959,71,0.732,0.626,0.00010953,0.99989,0
711922158,57,F,2,Graduate,Married,Less than $40K,Blue,45,1,3,3,1860.0,0,1860.0,0.778,5109,62,0.722,0.0,0.00030251,0.9997,0
710023233,36,M,3,Graduate,Single,$120K +,Blue,36,6,2,4,24457.0,1300,23157.0,0.914,2739,65,0.912,0.053,0.00033886,0.99966,0
708980283,34,M,3,High School,Married,$80K - $120K,Blue,23,5,1,4,4185.0,2517,1668.0,0.861,2179,55,0.774,0.601,0.00015942,0.99984,0
717846108,49,M,4,Uneducated,Married,$60K - $80K,Blue,34,5,3,2,12994.0,904,12090.0,0.627,3734,74,0.85,0.07,0.00019396,0.99981,0
711006783,38,F,1,Graduate,Single,Less than $40K,Blue,22,3,3,3,2484.0,2149,335.0,0.669,1200,28,0.647,0.865,0.00028395,0.99972,0
826410708,40,M,4,Unknown,Married,$60K - $80K,Blue,36,3,2,3,22956.0,1407,21549.0,0.709,5554,64,0.6,0.061,0.00022068,0.99978,0
825756333,55,F,0,Uneducated,Married,Less than $40K,Blue,51,4,3,1,2041.0,1885,156.0,0.587,2118,48,0.778,0.924,9.5711e-05,0.9999,0
779401233,47,F,4,Uneducated,Single,$40K - $60K,Blue,36,1,1,0,1438.3,0,1438.3,0.61,5216,78,0.66,0.0,2.1907e-05,0.99998,0
718256658,45,F,3,Uneducated,Married,Less than $40K,Blue,38,6,5,1,2728.0,0,2728.0,0.879,4554,75,0.744,0.0,0.00012927,0.99987,0
806140383,59,M,2,High School,Single,$80K - $120K,Blue,54,3,2,2,2791.0,2396,395.0,0.889,2658,43,0.344,0.858,0.99104,0.00896,1
711410958,40,M,3,High School,Married,$60K - $80K,Blue,28,2,2,3,13452.0,2517,10935.0,0.781,7582,69,0.917,0.187,0.00019311,0.99981,0
816613158,48,F,1,Doctorate,Married,Less than $40K,Blue,43,2,3,1,2559.0,1514,1045.0,0.57,4117,69,0.643,0.592,0.00014734,0.99985,0
771079833,40,F,3,High School,Single,Less than $40K,Blue,27,3,3,3,1438.3,0,1438.3,0.845,4332,78,0.696,0.0,0.00030516,0.99969,0
712606158,47,M,4,Uneducated,Married,$60K - $80K,Blue,42,4,1,2,5715.0,1214,4501.0,0.858,3685,63,0.658,0.212,5.9391e-05,0.99994,0
708551508,51,F,2,College,Single,Less than $40K,Blue,37,4,4,2,3264.0,2508,756.0,0.887,4966,78,0.814,0.768,0.00021134,0.99979,0
788544108,43,F,2,High School,Single,Less than $40K,Blue,37,4,3,0,6611.0,1041,5570.0,0.744,4037,74,0.682,0.157,6.4505e-05,0.99994,0
807600633,44,F,2,Doctorate,Divorced,Unknown,Blue,39,6,4,1,9856.0,671,9185.0,0.662,5408,83,0.729,0.068,0.0001897,0.99981,0
717283008,44,F,4,Graduate,Single,Unknown,Blue,36,2,1,2,7469.0,1378,6091.0,0.859,15225,108,0.862,0.184,5.7762e-05,0.99994,0
708545058,45,F,2,Graduate,Single,$40K - $60K,Blue,36,5,4,3,1438.3,986,452.3,0.649,5136,81,0.8,0.686,0.00036558,0.99963,0
772098858,44,F,4,Uneducated,Married,Unknown,Blue,33,1,2,1,8230.0,1333,6897.0,0.692,7736,84,0.68,0.162,7.4017e-05,0.99993,0
717748608,35,F,4,High School,Married,Less than $40K,Blue,24,3,2,4,1555.0,872,683.0,0.772,2252,51,0.645,0.561,0.99701,0.00299357,1
712070208,61,F,1,College,Single,Unknown,Blue,50,4,4,1,6673.0,2458,4215.0,0.625,4141,82,0.547,0.368,0.00011963,0.99988,0
712303908,47,F,4,College,Married,Less than $40K,Blue,38,3,1,2,2633.0,1924,709.0,0.806,3407,66,0.535,0.731,5.6158e-05,0.99994,0
710357208,49,M,4,Uneducated,Married,$80K - $120K,Blue,39,2,3,2,8561.0,915,7646.0,0.637,7341,79,0.491,0.107,0.00019396,0.99981,0
718147233,44,F,1,High School,Married,$40K - $60K,Blue,31,2,2,3,4553.0,1538,3015.0,0.514,4999,95,0.557,0.338,0.00017468,0.99983,0
715540233,43,M,3,Graduate,Single,$60K - $80K,Blue,34,6,1,2,20755.0,2276,18479.0,0.801,4615,79,0.837,0.11,5.7151e-05,0.99994,0
711013983,55,F,4,Unknown,Married,$40K - $60K,Blue,45,2,4,3,2158.0,0,2158.0,0.585,615,12,0.714,0.0,0.99763,0.00236635,1
811793433,50,F,3,Graduate,Divorced,Unknown,Silver,45,2,1,2,34516.0,2381,32135.0,0.748,15071,103,0.717,0.069,5.164e-05,0.99995,0
718843608,36,F,2,Post-Graduate,Divorced,Less than $40K,Blue,25,5,2,4,8917.0,1091,7826.0,1.152,3327,80,0.86,0.122,0.00038424,0.99962,0
717239133,52,F,1,College,Married,Unknown,Blue,40,5,3,1,10317.0,642,9675.0,0.553,3939,60,0.875,0.062,9.8992e-05,0.9999,0
751155783,47,F,2,High School,Married,$40K - $60K,Blue,40,2,1,3,4074.0,1868,2206.0,0.688,15005,118,0.761,0.459,9.0056e-05,0.99991,0
780045708,42,F,3,Graduate,Single,$40K - $60K,Silver,26,6,2,2,15104.0,1204,13900.0,0.824,4259,79,0.58,0.08,0.00010672,0.99989,0
710748483,56,F,1,High School,Single,Less than $40K,Blue,43,3,2,2,2923.0,1934,989.0,0.577,3861,68,0.7,0.662,0.00010386,0.9999,0
808750458,32,M,1,Doctorate,Single,$60K - $80K,Blue,27,5,3,3,10029.0,606,9423.0,0.727,2192,58,0.657,0.06,0.00041087,0.99959,0
718437033,46,M,2,Uneducated,Unknown,$60K - $80K,Blue,30,4,3,2,1438.3,681,757.3,0.731,2527,38,0.583,0.473,0.99462,0.00538,1
711234783,44,F,4,Unknown,Married,Less than $40K,Blue,28,5,2,3,2020.0,0,2020.0,0.716,2621,45,0.552,0.0,0.99549,0.00451007,1
815789883,46,F,3,College,Single,Less than $40K,Blue,41,1,3,2,2485.0,861,1624.0,0.566,4728,81,0.761,0.346,0.00018146,0.99982,0
708646233,44,F,1,Unknown,Divorced,Unknown,Blue,36,3,2,1,17116.0,1289,15827.0,0.559,3632,50,0.923,0.075,7.0819e-05,0.99993,0
779551533,54,F,3,Doctorate,Single,Less than $40K,Blue,39,4,3,3,1764.0,0,1764.0,0.651,4857,92,0.804,0.0,0.0004542,0.99955,0
719463708,47,F,1,Uneducated,Single,$40K - $60K,Blue,34,5,1,3,2099.0,1164,935.0,0.717,4471,80,0.667,0.555,8.9404e-05,0.99991,0
779498058,39,M,2,Graduate,Married,$80K - $120K,Blue,21,5,3,3,3281.0,1272,2009.0,0.799,2006,34,0.545,0.388,0.00030251,0.9997,0
721060083,42,F,3,College,Married,Unknown,Blue,27,1,1,1,7226.0,1889,5337.0,0.661,4653,71,0.614,0.261,3.3508e-05,0.99997,0
804833058,49,M,3,Unknown,Single,$80K - $120K,Blue,44,1,3,4,4384.0,0,4384.0,0.684,1832,49,0.581,0.0,0.9983,0.00169532,1
709246683,62,M,1,Unknown,Single,Unknown,Blue,36,5,1,1,18457.0,2248,16209.0,0.578,3603,69,0.643,0.122,3.4268e-05,0.99997,0
713432508,42,F,3,Post-Graduate,Married,Less than $40K,Blue,36,4,3,2,4328.0,1749,2579.0,0.806,4593,72,1.0,0.404,0.00021962,0.99978,0
714569958,38,F,2,Unknown,Single,Less than $40K,Blue,28,6,2,1,3206.0,2459,747.0,0.696,3852,65,0.625,0.767,7.5449e-05,0.99992,0
715252383,58,F,2,High School,Divorced,Unknown,Gold,36,5,4,3,34516.0,1864,32652.0,0.664,3595,52,0.733,0.054,0.00040944,0.99959,0
718505958,43,M,5,Graduate,Divorced,$120K +,Silver,31,5,3,3,34516.0,1699,32817.0,0.771,1628,38,0.727,0.049,0.0002822,0.99972,0
788890533,54,M,2,College,Married,$80K - $120K,Silver,39,4,1,4,34516.0,2305,32211.0,0.586,13756,106,0.71,0.067,0.00013883,0.99986,0
717992433,50,M,4,Graduate,Married,$80K - $120K,Blue,39,3,1,2,11900.0,1796,10104.0,0.651,14666,101,0.98,0.151,5.7762e-05,0.99994,0
713819283,51,M,1,Uneducated,Married,$80K - $120K,Blue,42,6,2,2,25197.0,2517,22680.0,0.721,3002,58,0.812,0.1,0.00010985,0.99989,0
709597983,65,M,0,Doctorate,Divorced,Less than $40K,Blue,56,6,1,3,1573.0,653,920.0,0.71,3349,77,0.674,0.415,0.00011504,0.99988,0
713725683,36,F,0,College,Single,Less than $40K,Blue,27,6,3,2,3282.0,1843,1439.0,0.625,2614,79,0.646,0.562,0.00015007,0.99985,0
715220508,31,F,0,High School,Married,Less than $40K,Blue,22,4,2,1,3273.0,2517,756.0,1.465,2726,57,0.727,0.769,5.7261e-05,0.99994,0
709779258,53,F,3,Post-Graduate,Married,Less than $40K,Blue,43,4,3,4,1438.3,0,1438.3,0.939,4075,71,0.614,0.0,0.00062998,0.99937,0
710721858,46,F,3,Unknown,Married,$40K - $60K,Blue,37,2,3,4,5542.0,0,5542.0,0.808,8246,59,0.639,0.0,0.9983,0.00169532,1
759127158,48,M,3,College,Married,$40K - $60K,Blue,35,3,1,3,2592.0,0,2592.0,0.767,4177,85,0.771,0.0,9.3457e-05,0.99991,0
709192233,50,F,2,Unknown,Married,Unknown,Blue,39,3,2,1,1773.0,0,1773.0,0.228,1764,30,0.111,0.0,0.98692,0.01308,1
720575058,47,M,3,Unknown,Single,$60K - $80K,Blue,36,3,2,1,2589.0,1693,896.0,0.878,4259,83,0.766,0.654,7.8291e-05,0.99992,0
708708858,50,F,1,Graduate,Single,Less than $40K,Blue,36,1,3,4,2422.0,502,1920.0,0.997,2548,46,0.484,0.207,0.99794,0.00205937,1
710527533,45,M,5,College,Single,$40K - $60K,Blue,36,4,3,3,4982.0,0,4982.0,0.886,8586,58,1.0,0.0,0.99672,0.00328158,1
787655058,44,F,2,Uneducated,Single,Less than $40K,Blue,37,5,2,3,2568.0,1875,693.0,0.578,4254,85,0.735,0.73,0.00019683,0.9998,0
717781608,52,F,3,Graduate,Married,Less than $40K,Blue,40,2,2,1,9230.0,1518,7712.0,0.774,14082,99,0.833,0.164,7.1226e-05,0.99993,0
714965958,47,F,4,Post-Graduate,Unknown,$40K - $60K,Blue,36,6,2,3,2216.0,1800,416.0,0.751,4711,83,0.694,0.812,0.00023623,0.99976,0
778375458,52,M,3,Graduate,Married,$80K - $120K,Blue,32,6,3,3,30820.0,1724,29096.0,0.948,3402,75,0.923,0.056,0.0003139,0.99969,0
713350908,41,F,2,Uneducated,Married,$40K - $60K,Blue,36,5,3,3,2690.0,1912,778.0,0.692,3636,68,0.7,0.711,0.00031104,0.99969,0
712781883,36,F,1,Uneducated,Married,Less than $40K,Blue,36,6,1,3,2611.0,537,2074.0,0.848,5121,83,0.804,0.206,8.9404e-05,0.99991,0
712855683,50,F,2,Post-Graduate,Married,Less than $40K,Blue,36,1,2,2,3350.0,1335,2015.0,0.781,4906,89,0.561,0.399,0.00013393,0.99987,0
778722033,44,F,2,Uneducated,Married,Less than $40K,Blue,28,2,2,0,2275.0,1265,1010.0,0.755,5626,77,1.081,0.556,4.317e-05,0.99996,0
720943308,47,M,3,Graduate,Single,$60K - $80K,Silver,36,1,1,2,30498.0,1990,28508.0,0.839,16202,120,0.791,0.065,5.164e-05,0.99995,0
711999783,41,M,3,Uneducated,Married,$80K - $120K,Blue,31,4,2,2,4740.0,1348,3392.0,0.472,1406,23,0.533,0.284,0.00012144,0.99988,0
714946908,61,M,1,Uneducated,Single,$40K - $60K,Blue,36,6,1,1,5039.0,1352,3687.0,0.797,3300,68,0.545,0.268,3.2055e-05,0.99997,0
713451408,47,M,4,High School,Divorced,$60K - $80K,Blue,36,6,1,3,1943.0,1654,289.0,0.648,3392,70,0.591,0.851,9.4447e-05,0.99991,0
787494783,58,M,3,High School,Married,$60K - $80K,Blue,46,5,3,2,8184.0,1205,6979.0,0.965,2140,49,0.69,0.147,0.00018145,0.99982,0
790119408,48,F,3,Uneducated,Married,Less than $40K,Blue,41,5,3,2,4960.0,0,4960.0,0.882,2430,48,0.548,0.0,0.99482,0.00518,1
788671608,45,F,4,College,Single,$40K - $60K,Gold,30,1,2,1,23051.0,1836,21215.0,0.743,14393,107,0.814,0.08,8.0634e-05,0.99992,0
708793008,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,35,5,3,3,9949.0,0,9949.0,0.574,2207,40,0.481,0.0,0.9978,0.00219584,1
720243933,47,M,2,Uneducated,Married,$60K - $80K,Blue,32,1,3,6,1789.0,0,1789.0,0.637,2784,49,0.581,0.0,0.99938,0.0006198,1
716302383,47,F,4,Uneducated,Married,$40K - $60K,Blue,36,3,1,3,14241.0,2081,12160.0,0.909,1581,44,0.833,0.146,9.9893e-05,0.9999,0
708998583,47,F,4,Post-Graduate,Married,Less than $40K,Blue,39,6,2,2,1790.0,0,1790.0,0.516,4141,87,0.74,0.0,0.00014046,0.99986,0
719473458,46,M,3,High School,Single,$40K - $60K,Blue,42,3,2,1,8285.0,1359,6926.0,0.634,7205,84,0.826,0.164,6.9242e-05,0.99993,0
718967433,34,F,2,High School,Divorced,Less than $40K,Blue,36,3,6,3,2426.0,0,2426.0,0.888,4918,81,0.8,0.0,0.00023216,0.99977,0
719075883,38,F,3,High School,Married,$40K - $60K,Blue,27,2,3,3,2363.0,2033,330.0,0.498,3904,66,0.61,0.86,0.00030516,0.99969,0
771330558,51,M,4,High School,Married,$60K - $80K,Blue,38,5,2,3,10462.0,1824,8638.0,0.736,1267,31,0.55,0.174,0.00019517,0.9998,0
716612958,35,F,2,College,Married,$40K - $60K,Blue,29,6,1,3,10980.0,1726,9254.0,0.856,1830,36,0.636,0.157,9.0064e-05,0.99991,0
713962233,55,F,3,Graduate,Married,Less than $40K,Blue,36,6,2,3,3035.0,2298,737.0,1.724,1877,37,1.176,0.757,0.00019864,0.9998,0
714857508,44,F,4,Doctorate,Married,Unknown,Blue,36,5,2,4,8667.0,1775,6892.0,0.729,3939,69,0.533,0.205,0.00049554,0.9995,0
720817533,54,M,1,Uneducated,Married,$120K +,Blue,40,4,1,2,12086.0,1264,10822.0,0.986,15559,91,0.717,0.105,5.3155e-05,0.99995,0
780814158,57,F,3,High School,Unknown,Less than $40K,Blue,39,6,4,2,2781.0,992,1789.0,0.701,4577,81,0.929,0.357,0.00021928,0.99978,0
715713408,55,M,2,Graduate,Married,Less than $40K,Gold,46,3,5,3,15987.0,0,15987.0,0.82,15853,117,0.56,0.0,0.00038925,0.99961,0
713992158,57,F,4,Unknown,Married,Less than $40K,Blue,36,3,1,2,2159.0,1004,1155.0,0.603,1353,30,0.111,0.465,6.3492e-05,0.99994,0
711338058,45,F,1,Unknown,Married,Less than $40K,Blue,33,6,3,2,1438.3,1201,237.3,0.749,4851,86,0.72,0.835,0.00018558,0.99981,0
779912283,49,F,3,Graduate,Single,$40K - $60K,Blue,33,5,3,2,9995.0,1713,8282.0,0.96,1172,38,0.462,0.171,0.00018665,0.99981,0
713475633,40,M,5,Unknown,Single,$120K +,Silver,31,1,3,3,34516.0,2203,32313.0,0.728,14204,96,0.92,0.064,0.00031018,0.99969,0
710592933,44,F,2,Graduate,Married,Less than $40K,Blue,30,3,2,3,9598.0,1092,8506.0,0.6,2216,54,0.588,0.114,0.00019143,0.99981,0
789823383,44,F,3,Unknown,Single,Less than $40K,Blue,34,3,3,4,2786.0,1635,1151.0,0.921,4532,82,1.0,0.587,0.00058851,0.99941,0
815525508,46,F,3,High School,Unknown,Less than $40K,Blue,41,2,1,4,1515.0,0,1515.0,0.819,3894,60,0.818,0.0,0.00015942,0.99984,0
718837683,55,M,2,High School,Single,$120K +,Blue,49,6,3,4,3029.0,1505,1524.0,0.56,2394,50,0.471,0.497,0.00050163,0.9995,0
773270058,57,M,5,High School,Married,$80K - $120K,Blue,50,4,2,3,13427.0,0,13427.0,0.521,1337,27,0.588,0.0,0.00019213,0.99981,0
716239383,45,F,4,High School,Married,Less than $40K,Blue,36,5,2,2,2225.0,0,2225.0,0.611,4138,85,0.771,0.0,0.00011604,0.99988,0
709892658,48,F,5,Graduate,Single,Less than $40K,Blue,38,5,3,2,1605.0,1300,305.0,0.95,4495,67,0.718,0.81,0.0001857,0.99981,0
713005908,47,F,2,Graduate,Married,$40K - $60K,Blue,36,5,2,3,2255.0,1733,522.0,0.903,4772,83,0.729,0.769,0.00019143,0.99981,0
717547383,43,F,2,Graduate,Married,Less than $40K,Blue,32,2,3,1,2890.0,1392,1498.0,0.736,4233,77,0.791,0.482,0.00010848,0.99989,0
721519908,29,F,1,Uneducated,Single,Less than $40K,Blue,36,1,2,1,3640.0,1419,2221.0,0.749,13306,99,0.678,0.39,6.6245e-05,0.99993,0
779791908,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,36,6,3,3,2896.0,0,2896.0,0.961,4970,85,0.889,0.0,0.00037329,0.99963,0
763895958,53,M,2,High School,Married,$120K +,Blue,46,4,3,1,7474.0,0,7474.0,0.858,732,21,0.615,0.0,0.99061,0.00939,1
714022833,42,F,2,Graduate,Single,$40K - $60K,Silver,32,4,3,3,17909.0,0,17909.0,0.225,5977,58,0.487,0.0,0.99636,0.00364408,1
715276683,52,M,2,High School,Married,$60K - $80K,Blue,45,5,1,4,24287.0,1676,22611.0,0.506,5495,69,0.816,0.069,0.00015363,0.99985,0
710815608,43,M,2,High School,Married,$60K - $80K,Blue,25,3,2,3,2049.0,1530,519.0,1.344,4521,70,0.628,0.747,0.0001861,0.99981,0
721332033,42,M,2,Unknown,Single,$80K - $120K,Blue,30,4,2,1,29195.0,892,28303.0,0.565,4411,67,0.763,0.031,7.5449e-05,0.99992,0
771492408,40,F,2,Graduate,Married,Less than $40K,Blue,28,3,1,2,2421.0,1747,674.0,0.691,1346,30,1.308,0.722,5.5077e-05,0.99994,0
714878508,48,F,2,High School,Single,Less than $40K,Blue,36,3,3,3,5483.0,535,4948.0,0.681,2051,49,0.633,0.098,0.00029408,0.99971,0
716797758,53,F,2,Unknown,Married,Less than $40K,Blue,44,3,2,4,3519.0,0,3519.0,0.548,1670,33,0.65,0.0,0.00035894,0.99964,0
789262683,60,M,1,Unknown,Divorced,$40K - $60K,Blue,49,4,3,2,3012.0,0,3012.0,0.538,1315,23,0.278,0.0,0.00018558,0.99981,0
711313158,50,F,4,Unknown,Single,Unknown,Blue,44,5,1,1,10721.0,0,10721.0,0.861,4962,74,0.51,0.0,3.8289e-05,0.99996,0
719951208,43,M,4,Graduate,Single,$60K - $80K,Blue,24,5,3,2,19188.0,0,19188.0,0.453,4366,69,0.816,0.0,0.00018864,0.99981,0
710431158,52,F,3,Unknown,Single,Unknown,Blue,36,3,1,2,10273.0,1657,8616.0,0.71,3778,70,0.591,0.161,6.282e-05,0.99994,0
715575258,47,M,2,Graduate,Single,$40K - $60K,Blue,35,1,6,3,5791.0,1957,3834.0,0.654,7823,93,0.722,0.338,0.00023881,0.99976,0
756944133,52,F,4,Graduate,Married,Less than $40K,Blue,45,1,1,3,3705.0,2168,1537.0,0.662,4452,89,0.894,0.585,9.7154e-05,0.9999,0
716165508,51,M,2,Uneducated,Married,$60K - $80K,Blue,40,2,1,1,3559.0,0,3559.0,0.585,4498,94,0.649,0.0,3.415e-05,0.99997,0
718574808,33,F,2,Graduate,Single,Less than $40K,Blue,17,4,3,4,2431.0,1846,585.0,0.612,4327,74,0.644,0.759,0.000516,0.99948,0
815498733,51,F,3,Unknown,Single,Less than $40K,Blue,46,3,2,2,4333.0,1848,2485.0,0.634,7643,85,0.771,0.426,0.00012982,0.99987,0
711256908,39,M,2,High School,Single,$60K - $80K,Blue,28,6,3,3,10331.0,957,9374.0,0.699,3695,81,0.653,0.093,0.00029408,0.99971,0
820596183,58,M,2,College,Married,$120K +,Blue,53,2,3,0,24407.0,2395,22012.0,1.071,2311,48,0.714,0.098,6.4511e-05,0.99994,0
779877858,53,F,2,College,Unknown,Less than $40K,Blue,37,2,3,2,2081.0,1342,739.0,1.06,4428,80,0.778,0.645,0.00017488,0.99983,0
721338783,49,F,4,Uneducated,Married,Unknown,Blue,36,3,2,3,13483.0,2517,10966.0,0.733,3427,72,0.6,0.187,0.00020643,0.99979,0
713670333,60,M,1,Unknown,Single,Less than $40K,Blue,52,5,3,2,2486.0,1464,1022.0,0.731,1378,27,0.421,0.589,0.00018558,0.99981,0
712874433,45,M,3,Unknown,Single,Less than $40K,Blue,36,2,1,0,2326.0,642,1684.0,0.814,5413,90,0.765,0.276,2.3172e-05,0.99998,0
720933408,56,F,2,Uneducated,Unknown,Less than $40K,Blue,36,3,1,2,8438.0,1825,6613.0,0.589,4798,89,0.712,0.216,5.663e-05,0.99994,0
716909283,60,M,1,Post-Graduate,Single,$80K - $120K,Blue,48,3,1,3,30655.0,0,30655.0,0.475,3280,78,0.625,0.0,0.00010231,0.9999,0
